Item Name,Category,Description,Daily Rate,Image File,Tags,Colorways
Round Stage Step,Stage,Stage.,120.00,,Round; half; stage; step,1
Round Table,Tables,Tables.,22.00,,Bistro; Round; Table,1
Round White Wood Stage,Stage,Stage.,120.00,,8ft; White; platform; riser; stage; wooden,1
Runner Chevron Sequin,Runners,Runners.,12.00,,Chevron; Gold; Ivory; Sequin; runner,1
Runner Chiffon,Runners,Runners.,12.00,,,1
Runner Damask,Runners,Runners.,12.00,,,1
Runner Dotty,Runners,Runners.,12.00,,,1
Runner Dupioni -Ivory,Runners,Runners.,12.00,,Dupioni; Ivory; runner,1
Runner Emotions,Specialty,Specialty.,12.00,,specialty,1
Runner English Lace,Runners,Runners.,12.00,,Ivory; english; lace; runner,1
Runner Hearthstone BBJ,Specialty,Specialty.,12.00,,BBJ; runner,1
Runner Jardin,Runners,Runners.,12.00,,jardin; serenity,1
Runner Lucia,Runners,Runners.,12.00,,Bali; faille; runner,1
"Runner Marble-Wedgewood 12""x120""",Specialty,Specialty.,12.00,,marble; runner; specialty,1
Runner Oyster,Runners,Runners.,12.00,,light blue; oyster; runner,1
Runner Panama,Runners,Runners.,12.00,,chloe; panama; runner,1
Runner Pebbles,Runners,Runners.,12.00,,Ivory; pebbles; runner,1
Runner Posh,Runners,Runners.,12.00,,Ivory; runner,1
Runner Rustic,Runners,Runners.,12.00,,White; runner; rustic,1
Runner Trellis Runner,Runners,Runners.,12.00,,runner; trellis,1
Runner Velvet,Runners,Runners.,12.00,,Black; runner; velvet,1
Runner Velvet Persia,Runners,Runners.,12.00,,caper; velvet,1
Rush Break Down Fee,Fees,Fees.,12.00,,,1
Rush Order Charge,Fees,Fees.,12.00,,charge; order; rush,1
Rustic Bistro Table,Tables,Tables.,22.00,,Bistro; Highboy; Table,1
Rustic Linen -Ivory,Burlap,Burlap.,12.00,,Ivory; rustic,1
SHEER TJ Towers Room Partition/Stage Cover + Add'l 10' pipe and drape behind ceremony part,Drapery,Drapery.,12.00,,TJ; TJtower; drape; partition; tower,1
Sage Seersucker Stripe,Specialty,Specialty.,12.00,,Sage; Stripe; estate; specialty,1
Sailcloth,Furniture,Furniture.,35.00,,sailcoth; umbrella,1
Salad/Dessert Plate,China,China.,2.00,,,1
Sample,Fees,Fees.,12.00,,,1
Sand Anguilla BBJ,Specialty,Specialty.,12.00,,BBJ; anguilla; sand,1
Sand Louvre BBJ,Specialty,Specialty.,12.00,,BBJ; louvre; sand,1
Sandbag Weight,Equipment,Equipment.,12.00,,,1
Sash Oyster,Sashes,Sashes.,12.00,,light blue; oyster; sash,1
Sash Trellis,Sashes,Sashes.,12.00,,light blue; sash; trellis,1
Sash Tying Fee,Fees,Fees.,12.00,,fee; sash; tying,1
Sashes Burlap,Sashes,Sashes.,12.00,,burlap; sashes,1
Satin -Silver,Satin,Satin.,12.00,,Overlay; Satin; silver,1
Scissor Lift,Equipment,Equipment.,12.00,,,1
Scullery Crew,Labor,Labor.,12.00,,crew; scullery; team,1
Scullery Crew Member,Labor,Labor.,12.00,,crew; scullery; team,1
Sedona,Specialty,Specialty.,12.00,,orange; print; specialty,1
Serpentine Table,Tables,Tables.,22.00,,Table; serpentine,1
Service Fee,Fees,Fees.,12.00,,Service; fee,1
Setting Facilities Furniture,Fees,Fees.,12.00,,,1
Shantung Azalea BBJ,Specialty,Specialty.,12.00,,BBJ; azalea; shantung,1
Shayle,Specialty,Specialty.,12.00,,specialty; teal,1
Sheer Drape Table Runner Blue,Runners,Runners.,12.00,,,1
Sheer Drape Table Runner Champagne,Runners,Runners.,12.00,,,1
Sheer Drape Table Runner Dusty Blue,Runners,Runners.,12.00,,,1
Sheer Drape Table Runner Ivory,Runners,Runners.,12.00,,,1
Sheer Drape Table Runner Rust,Runners,Runners.,12.00,,,1
Sheer Drape Table Runner White,Runners,Runners.,12.00,,,1
Sheer Pipe And Drape Iron City Bar to Mezzanine,Drapery,Drapery.,12.00,,divider; iron city; mezzanine; room; room divider,1
Shimmer,Specialty,Specialty.,12.00,,Gold; jacquard; shimmer; silver,1
Shiny Side,Dupioni,Dupioni.,12.00,,Dupioni,1
Shipping,Fees,Fees.,12.00,,shipping,1
Side Table,Furniture,Furniture.,35.00,,Side; Table,1
Sierra Chair,Furniture,Furniture.,35.00,,Chair; sieera,1
Silver & Black,Flatware,Flatware.,1.00,,Black; dinner; knife; silver; stainless; steel,1
Silver Bergaline,Dupioni,Dupioni.,12.00,,,1
Silver Birch BBJ,Specialty,Specialty.,12.00,,BBJ,1
Silver Metallic Orchid,Specialty,Specialty.,12.00,,metallic; orchid,1
Silver Polished Serving Tray,Serving Ware,Serving Ware.,6.00,,Round; polished; serveware; serving; tray,1
"Silver Table Number Stands 12""",Table Service,Table Service.,3.00,,Holder; Menu; Number; Table; card; stand,1
Skirting,Skirts,Skirts.,12.00,,skirting,1
Skylar Fuchsia BBJ,Specialty,Specialty.,12.00,,BBJ; fuchsia; petal; skylar,1
Sleek,Specialty,Specialty.,12.00,,Taupe; sleek; specialty,1
"Small 6"" Tongs",Serving Ware,Serving Ware.,6.00,,claw; fork; serve; serveware; stainless; steel; tongs,1
Small Hot Box,Catering Equipment,Catering Equipment.,40.00,,,1
Small Tent Heater,Heating and Cooling,Heating and Cooling.,65.00,,heater; small; tent,1
Snow Amara BBJ,Specialty,Specialty.,12.00,,BBJ; amara; snow,1
Sofa,Furniture,Furniture.,35.00,,couch; sofa; soft seating,1
Sofia Arm Chair,Furniture,Furniture.,35.00,,,1
Sofia Sofa,Furniture,Furniture.,35.00,,,1
Sofia Sofa (copy 20250819141103),Furniture,Furniture.,35.00,,,1
Sofia Sofa Settee,Furniture,Furniture.,35.00,,,1
Soliel Fleur,Specialty,Specialty.,12.00,,Sage; light blue; maevie; mia; specialty,1
"Soup Bowl 7""",China,China.,2.00,,Square; White; bowl; soup,1
Spandex -Apple Green,Spandex,Spandex.,12.00,,apple; green; spandex,1
Spandex Sashes,Sashes,Sashes.,12.00,,Satin; orange; sashes,1
Specialty Velvet Napkin,Napkins,Napkins.,12.00,,,1
Speckle,Specialty,Specialty.,12.00,,covington; dot; pear; specialty; speckle,1
Speckle -Pear,Specialty,Specialty.,12.00,,Ivory; cotify; covington; specialty,1
Speed Rack,Catering Equipment,Catering Equipment.,40.00,,catering; rack; speed,1
Spring Blossom,Specialty,Specialty.,12.00,,Blossom; Flower; spring,1
Square Bistro Table,Tables,Tables.,22.00,,Table,1
Square End Table,Furniture,Furniture.,35.00,,Square; Table; White; end; end table,1
Square Table,Tables,Tables.,22.00,,Card Table; Square; Table,1
Stage Backdrop Drape,Drapery,Drapery.,12.00,,door; doorway; drape,1
Stage Backdrop Pipe & Drape,Drapery,Drapery.,12.00,,,1
Stage Cover,Stage,Stage.,120.00,,,1
Stage Description,Stage,Stage.,120.00,,4 ft; panel; platform; riser; stage,1
Stage Facade,Stage,Stage.,120.00,,White; bar; wood,1
Stage Legs Flight Case,Stage,Stage.,120.00,,case; flight; leg; legs; stage,1
Stage Melamine Cover w/White Skirt,Drapery,Drapery.,12.00,,melamine; stage,1
Stage Platform Clamp,Stage,Stage.,120.00,,clamp; platform; riser; stage,1
Stage Relocation,Fees,Fees.,12.00,,,1
Stage Riser 4',Stage,Stage.,120.00,,White; stage; surrounds,1
Stage Riser 8',Stage,Stage.,120.00,,White; stage; surrounds,1
Stage Spandex Cover,Drapery,Drapery.,12.00,,spandex; stage,1
Stage Steps Cover,Stage,Stage.,120.00,,White; stage; stairs; steps; surround,1
Stained Wood Column,Decor,Decor.,15.00,,White; column; wood; wood tone,1
Stainless Lift-top Top Chafer,Serving Pieces,Serving Pieces.,6.00,,Rectangle; chafer; lift top; rectangular; roll; stainless; top,1
"Stainless Prep Table 6'x30""",Catering Equipment,Catering Equipment.,40.00,,prep; prep table; stainless,1
Stainless Steel Tongs,Serving Ware,Serving Ware.,6.00,,fork; serve; serveware; stainless; steel; tongs,1
Stair,Stage,Stage.,120.00,,stage; stair; step,1
Stand,Catering Equipment,Catering Equipment.,40.00,,Gold; Round; marble; stand,1
Star Side Table,Furniture,Furniture.,35.00,,Side; Table; marie; star,1
Steak Knife (sets of 10),Flatware,Flatware.,1.00,,dinner; knife; stainless; steel,1
Steam Table,Catering Equipment,Catering Equipment.,40.00,,,1
Steam Table 5 Well,Catering Equipment,Catering Equipment.,40.00,,,1
Steamer on site,Cleaning,Cleaning.,12.00,,,1
Steel highboy holder (holds 8) + furniture dolly,Equipment,Equipment.,12.00,,Highboy; cart; dolly; steel,1
Step ladder,Equipment,Equipment.,12.00,,step ladder,1
Stove/Oven (6 Burner),Catering Equipment,Catering Equipment.,40.00,,6 burner; catering; oven; propane; stove; warmer,1
String Lighting,Lighting,Lighting.,45.00,,christmas lights; christmas tree lights; lighting; string lights,1
Succulent Faille BBJ,Specialty,Specialty.,12.00,,BBJ; faille; succulent,1
Sugar Caddy,Serving Ware,Serving Ware.,6.00,,Glass; sugar,1
Sunday Event Surcharge,Fees,Fees.,12.00,,event; sunday; surcharge,1
Sweet Pea Fuchsia BBJ,Specialty,Specialty.,12.00,,BBJ; fuchsia; pea; sweet,1
Sweet Pea Fuchsia Napkins BBJ (packs of 10),Napkins,Napkins.,12.00,,BBJ; fuchsia; napkin; pea; sweet,1
Sydney Arm Chair,Furniture,Furniture.,35.00,,,1
Sydney Sofa,Furniture,Furniture.,35.00,,,1
TJ Towers Catering Box Drape in Parlor-Polyester,Drapery,Drapery.,12.00,,TJ; TJtower; catering; drape; tower,1
TJ Towers Room Partition/Stage Cover-Poly,Drapery,Drapery.,12.00,,TJ; TJtower; drape; partition; tower,1
Table,Tables,Tables.,22.00,,Table,1
Table Casters-Set of 4,Tables,Tables.,22.00,,Table; legs; riser,1
Table Riser Legs-Set of 4,Tables,Tables.,22.00,,Table; legs; riser,1
Tan Umbrella w/stand,Furniture,Furniture.,35.00,,stand; tan; umbrella,1
Tariff Surcharge,Fees,Fees.,12.00,,shipping,1
Taupe Lamour BBJ,Specialty,Specialty.,12.00,,BBJ,1
Tendril Spring BBJ,Specialty,Specialty.,12.00,,BBJ; spring; tendril,1
Tensil,Tensil,Tensil.,12.00,,,1
Tent,Tent,Tent.,250.00,,tent,1
Tent Gutter,Tent,Tent.,250.00,,gutter; tent,1
Tent Hip End Tent on 10' Legs,Tent,Tent.,250.00,,tent,1
Tent Leg Covers-Polyester,Tent,Tent.,250.00,,covers; leg; tent,1
Tent Leg Covers-Polyester w/Sheer,Tent,Tent.,250.00,,covers; leg; tent,1
Tent Leg Covers-Sheer,Tent,Tent.,250.00,,covers; leg; tent,1
Tent Safety Package,Tent,Tent.,250.00,,,1
Tent Stake,Infrastructure,Infrastructure.,75.00,,Vinyl; cover; stake; tent; weight,1
Textured Velvet Runner,Specialty,Specialty.,12.00,,velvet,1
The Juliette Arm Chair,Chairs,Chairs.,8.00,,Chair; arm chair; dining; juliette; linen; robins egg,1
The Juliette BARSTOOL,Chairs,Chairs.,8.00,,Chair; arm chair; dining; juliette; linen; robins egg,1
The Juliette Dining Chair,Chairs,Chairs.,8.00,,Chair; arm chair; dining; juliette; linen,1
The Juliette Dining Chair with arms,Chairs,Chairs.,8.00,,Chair; arm chair; dining; juliette; linen,1
Tie Cushion for Bali,Chairs,Chairs.,8.00,,Bali; crossback; cushion; tie,1
Tie Cushion for Italian Crossback/Bali,Chairs,Chairs.,8.00,,crossback; cushion; italian; tie,1
Tilford -Silver,Specialty,Specialty.,12.00,,White; silver; specialty; tilford,1
Timoteo Sofa,Furniture,Furniture.,35.00,,sofa,1
Tinsel Antique BBJ,Specialty,Specialty.,12.00,,BBJ; Tinsel; antique,1
Tobacco and White Stripe,Polyester,Polyester.,12.00,,Polyester; Premium Polyester; Stripe,1
Tolix Bar Stool,Chairs,Chairs.,8.00,,Chair; bar; stool; tolix,1
Trash Can Cover Black,Catering Equipment,Catering Equipment.,40.00,,can; cover; disposal; liner; trash,1
"Travel, Load in, Load out Fee",Fees,Fees.,12.00,,Birmingham; Travel; standard,1
Tray,Catering Equipment,Catering Equipment.,40.00,,Gold; Round; marble; stand,1
Trellis Napkins,Napkins,Napkins.,12.00,,blue; light blue; napkin; trellis,1
Tripod Work Light,Lighting,Lighting.,45.00,,,1
Trumpet Flute 6.5 oz ounces,Glassware,Glassware.,2.00,,champagne flute; flute,1
Truss,Infrastructure,Infrastructure.,75.00,,,1
Truss Swag,Drapery,Drapery.,12.00,,ceiling; drape; swag; truss,1
"Tube 18"" Hanger",Cleaning,Cleaning.,12.00,,cleaning; hanger,1
Uplighting,Lighting,Lighting.,45.00,,light; single; up; uplight; uplighting; uplights,1
Use plastic tables,Tables,Tables.,22.00,,Table; note; plastic,1
VCC Pipe and Drape Band Backdrop approx 30',Drapery,Drapery.,12.00,,pipe and drape; vcc,1
VCC Pipe and Drape Band Backdrop approx 30' -POLY,Drapery,Drapery.,12.00,,pipe and drape; vcc,1
VCC Pipe and Drape Band Backdrop approx 30' -SHEER,Drapery,Drapery.,12.00,,pipe and drape; vcc,1
Vacuum Cleaner,Carpet,Carpet.,90.00,,carpet; cleaner; vacuum,1
Vaughn Wood Column,Decor,Decor.,15.00,,"White; column; vaughn""; wood",1
Veranda White BBJ,Specialty,Specialty.,12.00,,BBJ; Veranda; White,1
Verdigris Ezra BBJ,Specialty,Specialty.,12.00,,BBJ; faille; peach,1
Vertical Board Edging,Tent,Tent.,250.00,,Flooring; Subfloor,1
Vintage Turkish Rug,Furniture,Furniture.,35.00,,rug; turkish; vintage,1
Vinyl Wrap,Dance Floor,Dance Floor.,180.00,,Vinyl; dance; floor; panel; wrap,1
Vulcan Electra Room: String lighting,Lighting,Lighting.,45.00,,electra room; lighting; vulcan,1
WNP Hanger,Cleaning,Cleaning.,12.00,,cleaning; hanger,1
Wall of Drape,Drapery,Drapery.,12.00,,drape; wall,1
Walnut Dance Floor 4'x4',Dance Floor,Dance Floor.,180.00,,Dance floor; walnut,1
Walnut Wooden Pedestal,Decor,Decor.,15.00,,APR; pedestal; walnut,1
Wax Cleaning Fee,Fees,Fees.,12.00,,Wax; fee,1
Weyman Plaid,Specialty,Specialty.,12.00,,houndstooth; navy; plaid; tan,1
Whiskey Barrel Bar,Bars & Shelving,Bars & Shelving.,60.00,,bar; barrel; whiskey,1
"Whiskey Barrel Highboy, 36""",Tables,Tables.,22.00,,Highboy; Table; barrel; hi boy; whiskey,1
White Arbor,Furniture,Furniture.,35.00,,Arbor,1
White Cross back,Chairs,Chairs.,8.00,,Chair; White; crossback; metal,1
White Dance Floor 4'x4',Dance Floor,Dance Floor.,180.00,,Dance floor; White,1
White Panel Dance Floor 22'x22',Dance Floor,Dance Floor.,180.00,,black and white; dance; floor; panel,1
White Panel Dance Floor 30'x 30',Dance Floor,Dance Floor.,180.00,,White; dance; floor; panel,1
White Podium,Conventions/Meetings/Events,Conventions/Meetings/Events.,12.00,,White; podium,1
White Rabbit,Decor,Decor.,15.00,,,1
White Shelf,Furniture,Furniture.,35.00,,White; shelf,1
White Stage Melamine Cover,Drapery,Drapery.,12.00,,melamine; stage,1
White Umbrella w/stand,Furniture,Furniture.,35.00,,White; umbrella,1
White Wash Dance Floor 4'x4',Dance Floor,Dance Floor.,180.00,,Dance floor; white wash,1
White Wood Stage,Stage,Stage.,120.00,,3ft; 8ft; White; panel; platform; riser; stage; wooden,1
White Wooden Champagne Tower,Decor,Decor.,15.00,,champagne; tower; wood,1
White Wooden Pedestal,Decor,Decor.,15.00,,pedestal; white wood,1
White fur pillow,Decor,Decor.,15.00,,pillow,1
White lanterns-includes battery operated lights,Decor,Decor.,15.00,,White; lantern; lanterns; light,1
White sheer liner for custom trapezoidal tent structure,Tent,Tent.,250.00,,,1
White vinyl cover for 350lb Concrete Weight Anchor Point,Infrastructure,Infrastructure.,75.00,,Vinyl; cover; tent; water; weight,1
White vinyl cover for 55 Gal Drum Water Weight,Infrastructure,Infrastructure.,75.00,,Vinyl; cover; tent; water; weight,1
White vinyl cover for 750lb Concrete Weight Anchor Point,Infrastructure,Infrastructure.,75.00,,Vinyl; cover; tent; weight,1
Wide Steps,Stage,Stage.,120.00,,stage; stair; steps; wide,1
Wooden Arbor *Includes 2 stakes,Furniture,Furniture.,35.00,,Arbor,1
Wooden Padded Folding Chair,Chairs,Chairs.,8.00,,Chair; Folding Chair; Padded; wooden,1
Yelitza Cherry BBJ,Specialty,Specialty.,12.00,,BBJ,1
York Pear Sash,Sashes,Sashes.,12.00,,burlap; pear; sashes; york,1
York-Blush Napkins (Packs of 10),Napkins,Napkins.,12.00,,blush; napkin; pink; york,1
Z Rack,Furniture,Furniture.,35.00,,hang bar; rack; z; z rack,1
Zelda BBJ,Specialty,Specialty.,12.00,,BBJ; zelda,1
Zoo Lighting,Lighting,Lighting.,45.00,,Birmingham; lighting; pavilion; zoo,1
bbb,Polyester,Polyester.,12.00,,,1
black riser barrier,Stage,Stage.,120.00,,Black; drum; drummer; platform; riser; stage; surrounds,1
black zip ties,Equipment,Equipment.,12.00,,setup; zipties,1
blue bin + furniture dolly (holds 8 highboys),Equipment,Equipment.,12.00,,Highboy; cart; dolly; steel,1
chair dolly,Equipment,Equipment.,12.00,,breakdown; setup,1
"cleaning specialty (Lamour, etc.) 120 in",Cleaning,Cleaning.,12.00,,,1
clear zip ties,Equipment,Equipment.,12.00,,setup,1
dance floor key,Equipment,Equipment.,12.00,,breakdown; setup,1
foot Ramp,Conventions/Meetings/Events,Conventions/Meetings/Events.,12.00,,,1
foot table,Tables,Tables.,22.00,,Table,1
ft Spandex -apple red,Spandex,Spandex.,12.00,,8ft; Red; apple; spandex,1
gaff tape,Equipment,Equipment.,12.00,,breakdown; setup,1
griddle,Catering Equipment,Catering Equipment.,40.00,,,1
lb Concrete Weight Anchor Point,Infrastructure,Infrastructure.,75.00,,550lb; concrete; tent; water; weight,1
m x 15m x 3m White Clearspan Tent,Tent,Tent.,250.00,,,1
oz Gold Rim Highbll Glass (25),Glassware,Glassware.,2.00,,Highball; gold rim,1
oz Gold Rim Stemless Wine Glass,Glassware,Glassware.,2.00,,champagne flute,1
oz Square Shot Glass (49),Glassware,Glassware.,2.00,,Glass,1
oz Stemless Martini (16),Glassware,Glassware.,2.00,,Glass; martini; stemless,1
plastic wrap,Equipment,Equipment.,12.00,,breakdown; plastic; plasticwrap,1
price gun,Equipment,Equipment.,12.00,,setup,1
price gun tags,Equipment,Equipment.,12.00,,setup,1
shims,Equipment,Equipment.,12.00,,breakdown; dancefloor; setup,1
snips,Equipment,Equipment.,12.00,,breakdown; setup,1
stage leg key,Equipment,Equipment.,12.00,,breakdown; setup,1
string ratchet carabiner,Equipment,Equipment.,12.00,,breakdown; setup,1
table clip,Equipment,Equipment.,12.00,,,1
valence hooks,Equipment,Equipment.,12.00,,breakdown; setup,1
